../datosEntrenamiento/ImagenesCaras/s1/2.pgm, 1,
../datosEntrenamiento/ImagenesCaras/s1/7.pgm, 1,
../datosEntrenamiento/ImagenesCaras/s1/9.pgm, 1,
../datosEntrenamiento/ImagenesCaras/s2/10.pgm, 2,
../datosEntrenamiento/ImagenesCaras/s2/7.pgm, 2,
../datosEntrenamiento/ImagenesCaras/s2/9.pgm, 2,
../datosEntrenamiento/ImagenesCaras/s3/10.pgm, 3,
../datosEntrenamiento/ImagenesCaras/s3/7.pgm, 3,
../datosEntrenamiento/ImagenesCaras/s3/9.pgm, 3,
../datosEntrenamiento/ImagenesCaras/s4/3.pgm, 4,
../datosEntrenamiento/ImagenesCaras/s4/5.pgm, 4,
../datosEntrenamiento/ImagenesCaras/s4/8.pgm, 4,
../datosEntrenamiento/ImagenesCaras/s5/1.pgm, 5,
../datosEntrenamiento/ImagenesCaras/s5/3.pgm, 5,
../datosEntrenamiento/ImagenesCaras/s5/9.pgm, 5,
../datosEntrenamiento/ImagenesCaras/s6/1.pgm, 6,
../datosEntrenamiento/ImagenesCaras/s6/3.pgm, 6,
../datosEntrenamiento/ImagenesCaras/s6/6.pgm, 6,
../datosEntrenamiento/ImagenesCaras/s7/3.pgm, 7,
../datosEntrenamiento/ImagenesCaras/s7/6.pgm, 7,
../datosEntrenamiento/ImagenesCaras/s7/7.pgm, 7,
../datosEntrenamiento/ImagenesCaras/s8/1.pgm, 8,
../datosEntrenamiento/ImagenesCaras/s8/2.pgm, 8,
../datosEntrenamiento/ImagenesCaras/s8/5.pgm, 8,
../datosEntrenamiento/ImagenesCaras/s9/3.pgm, 9,
../datosEntrenamiento/ImagenesCaras/s9/4.pgm, 9,
../datosEntrenamiento/ImagenesCaras/s9/6.pgm, 9,
../datosEntrenamiento/ImagenesCaras/s10/3.pgm, 10,
../datosEntrenamiento/ImagenesCaras/s10/5.pgm, 10,
../datosEntrenamiento/ImagenesCaras/s10/8.pgm, 10,
../datosEntrenamiento/ImagenesCaras/s11/1.pgm, 11,
../datosEntrenamiento/ImagenesCaras/s11/3.pgm, 11,
../datosEntrenamiento/ImagenesCaras/s11/7.pgm, 11,
../datosEntrenamiento/ImagenesCaras/s12/3.pgm, 12,
../datosEntrenamiento/ImagenesCaras/s12/7.pgm, 12,
../datosEntrenamiento/ImagenesCaras/s12/9.pgm, 12,
../datosEntrenamiento/ImagenesCaras/s13/1.pgm, 13,
../datosEntrenamiento/ImagenesCaras/s13/5.pgm, 13,
../datosEntrenamiento/ImagenesCaras/s13/8.pgm, 13,
../datosEntrenamiento/ImagenesCaras/s14/3.pgm, 14,
../datosEntrenamiento/ImagenesCaras/s14/7.pgm, 14,
../datosEntrenamiento/ImagenesCaras/s14/9.pgm, 14,
../datosEntrenamiento/ImagenesCaras/s15/4.pgm, 15,
../datosEntrenamiento/ImagenesCaras/s15/5.pgm, 15,
../datosEntrenamiento/ImagenesCaras/s15/6.pgm, 15,
../datosEntrenamiento/ImagenesCaras/s16/1.pgm, 16,
../datosEntrenamiento/ImagenesCaras/s16/4.pgm, 16,
../datosEntrenamiento/ImagenesCaras/s16/5.pgm, 16,
../datosEntrenamiento/ImagenesCaras/s17/10.pgm, 17,
../datosEntrenamiento/ImagenesCaras/s17/1.pgm, 17,
../datosEntrenamiento/ImagenesCaras/s17/3.pgm, 17,
../datosEntrenamiento/ImagenesCaras/s18/4.pgm, 18,
../datosEntrenamiento/ImagenesCaras/s18/7.pgm, 18,
../datosEntrenamiento/ImagenesCaras/s18/9.pgm, 18,
../datosEntrenamiento/ImagenesCaras/s19/4.pgm, 19,
../datosEntrenamiento/ImagenesCaras/s19/5.pgm, 19,
../datosEntrenamiento/ImagenesCaras/s19/6.pgm, 19,
../datosEntrenamiento/ImagenesCaras/s20/3.pgm, 20,
../datosEntrenamiento/ImagenesCaras/s20/4.pgm, 20,
../datosEntrenamiento/ImagenesCaras/s20/8.pgm, 20,
../datosEntrenamiento/ImagenesCaras/s21/10.pgm, 21,
../datosEntrenamiento/ImagenesCaras/s21/4.pgm, 21,
../datosEntrenamiento/ImagenesCaras/s21/6.pgm, 21,
../datosEntrenamiento/ImagenesCaras/s22/6.pgm, 22,
../datosEntrenamiento/ImagenesCaras/s22/8.pgm, 22,
../datosEntrenamiento/ImagenesCaras/s22/9.pgm, 22,
../datosEntrenamiento/ImagenesCaras/s23/10.pgm, 23,
../datosEntrenamiento/ImagenesCaras/s23/4.pgm, 23,
../datosEntrenamiento/ImagenesCaras/s23/5.pgm, 23,
../datosEntrenamiento/ImagenesCaras/s24/2.pgm, 24,
../datosEntrenamiento/ImagenesCaras/s24/4.pgm, 24,
../datosEntrenamiento/ImagenesCaras/s24/9.pgm, 24,
../datosEntrenamiento/ImagenesCaras/s25/3.pgm, 25,
