../datosEntrenamiento/ImagenesCaras/s1/5.pgm, 1
../datosEntrenamiento/ImagenesCaras/s2/4.pgm, 2
../datosEntrenamiento/ImagenesCaras/s3/2.pgm, 3
../datosEntrenamiento/ImagenesCaras/s4/7.pgm, 4
../datosEntrenamiento/ImagenesCaras/s5/5.pgm, 5
../datosEntrenamiento/ImagenesCaras/s6/8.pgm, 6
../datosEntrenamiento/ImagenesCaras/s7/10.pgm, 7
../datosEntrenamiento/ImagenesCaras/s8/1.pgm, 8
../datosEntrenamiento/ImagenesCaras/s9/5.pgm, 9
../datosEntrenamiento/ImagenesCaras/s10/8.pgm, 10
../datosEntrenamiento/ImagenesCaras/s11/7.pgm, 11
../datosEntrenamiento/ImagenesCaras/s12/1.pgm, 12
../datosEntrenamiento/ImagenesCaras/s13/3.pgm, 13
../datosEntrenamiento/ImagenesCaras/s14/1.pgm, 14
../datosEntrenamiento/ImagenesCaras/s15/8.pgm, 15
../datosEntrenamiento/ImagenesCaras/s16/6.pgm, 15
../datosEntrenamiento/ImagenesCaras/s17/7.pgm, 17
../datosEntrenamiento/ImagenesCaras/s18/9.pgm, 18
../datosEntrenamiento/ImagenesCaras/s19/9.pgm, 15
../datosEntrenamiento/ImagenesCaras/s20/8.pgm, 38
../datosEntrenamiento/ImagenesCaras/s21/7.pgm, 21
../datosEntrenamiento/ImagenesCaras/s22/4.pgm, 22
../datosEntrenamiento/ImagenesCaras/s23/5.pgm, 23
../datosEntrenamiento/ImagenesCaras/s24/4.pgm, 24
../datosEntrenamiento/ImagenesCaras/s25/6.pgm, 25
../datosEntrenamiento/ImagenesCaras/s26/7.pgm, 26
../datosEntrenamiento/ImagenesCaras/s27/8.pgm, 27
../datosEntrenamiento/ImagenesCaras/s28/3.pgm, 37
../datosEntrenamiento/ImagenesCaras/s29/8.pgm, 29
../datosEntrenamiento/ImagenesCaras/s30/3.pgm, 30
../datosEntrenamiento/ImagenesCaras/s31/7.pgm, 30
../datosEntrenamiento/ImagenesCaras/s32/7.pgm, 15
../datosEntrenamiento/ImagenesCaras/s33/10.pgm, 33
../datosEntrenamiento/ImagenesCaras/s34/5.pgm, 34
../datosEntrenamiento/ImagenesCaras/s35/5.pgm, 40
../datosEntrenamiento/ImagenesCaras/s36/7.pgm, 36
../datosEntrenamiento/ImagenesCaras/s37/4.pgm, 37
../datosEntrenamiento/ImagenesCaras/s38/2.pgm, 38
../datosEntrenamiento/ImagenesCaras/s39/9.pgm, 39
../datosEntrenamiento/ImagenesCaras/s40/6.pgm, 5
../datosEntrenamiento/ImagenesCaras/s41/9.pgm, 41
