../datosEntrenamiento/ImagenesCaras/s1/6.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/7.pgm, 1
../datosEntrenamiento/ImagenesCaras/s2/6.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/7.pgm, 2
../datosEntrenamiento/ImagenesCaras/s3/6.pgm, 3
../datosEntrenamiento/ImagenesCaras/s3/7.pgm, 3
../datosEntrenamiento/ImagenesCaras/s4/6.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/7.pgm, 4
../datosEntrenamiento/ImagenesCaras/s5/6.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/7.pgm, 5
../datosEntrenamiento/ImagenesCaras/s6/6.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/7.pgm, 6
../datosEntrenamiento/ImagenesCaras/s7/6.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/7.pgm, 7
../datosEntrenamiento/ImagenesCaras/s8/6.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/7.pgm, 8
../datosEntrenamiento/ImagenesCaras/s9/6.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/7.pgm, 9
../datosEntrenamiento/ImagenesCaras/s10/6.pgm, 10
../datosEntrenamiento/ImagenesCaras/s10/7.pgm, 10
../datosEntrenamiento/ImagenesCaras/s11/6.pgm, 11
../datosEntrenamiento/ImagenesCaras/s11/7.pgm, 11
../datosEntrenamiento/ImagenesCaras/s12/6.pgm, 12
../datosEntrenamiento/ImagenesCaras/s12/7.pgm, 12
../datosEntrenamiento/ImagenesCaras/s13/6.pgm, 13
../datosEntrenamiento/ImagenesCaras/s13/7.pgm, 13
../datosEntrenamiento/ImagenesCaras/s14/6.pgm, 14
../datosEntrenamiento/ImagenesCaras/s14/7.pgm, 14
../datosEntrenamiento/ImagenesCaras/s15/6.pgm, 15
../datosEntrenamiento/ImagenesCaras/s15/7.pgm, 15
../datosEntrenamiento/ImagenesCaras/s16/6.pgm, 16
../datosEntrenamiento/ImagenesCaras/s16/7.pgm, 16
../datosEntrenamiento/ImagenesCaras/s17/6.pgm, 17
../datosEntrenamiento/ImagenesCaras/s17/7.pgm, 17
../datosEntrenamiento/ImagenesCaras/s18/6.pgm, 18
../datosEntrenamiento/ImagenesCaras/s18/7.pgm, 18
../datosEntrenamiento/ImagenesCaras/s19/6.pgm, 19
../datosEntrenamiento/ImagenesCaras/s19/7.pgm, 19
../datosEntrenamiento/ImagenesCaras/s20/6.pgm, 20
../datosEntrenamiento/ImagenesCaras/s20/7.pgm, 20
../datosEntrenamiento/ImagenesCaras/s21/6.pgm, 21
../datosEntrenamiento/ImagenesCaras/s21/7.pgm, 21
../datosEntrenamiento/ImagenesCaras/s22/6.pgm, 22
../datosEntrenamiento/ImagenesCaras/s22/7.pgm, 22
../datosEntrenamiento/ImagenesCaras/s23/6.pgm, 23
../datosEntrenamiento/ImagenesCaras/s23/7.pgm, 23
../datosEntrenamiento/ImagenesCaras/s24/6.pgm, 24
../datosEntrenamiento/ImagenesCaras/s24/7.pgm, 24
../datosEntrenamiento/ImagenesCaras/s25/6.pgm, 25
../datosEntrenamiento/ImagenesCaras/s25/7.pgm, 25
../datosEntrenamiento/ImagenesCaras/s26/6.pgm, 26
../datosEntrenamiento/ImagenesCaras/s26/7.pgm, 26
../datosEntrenamiento/ImagenesCaras/s27/6.pgm, 27
../datosEntrenamiento/ImagenesCaras/s27/7.pgm, 27
../datosEntrenamiento/ImagenesCaras/s28/6.pgm, 28
../datosEntrenamiento/ImagenesCaras/s28/7.pgm, 28
../datosEntrenamiento/ImagenesCaras/s29/6.pgm, 29
../datosEntrenamiento/ImagenesCaras/s29/7.pgm, 29
../datosEntrenamiento/ImagenesCaras/s30/6.pgm, 30
../datosEntrenamiento/ImagenesCaras/s30/7.pgm, 30
../datosEntrenamiento/ImagenesCaras/s31/6.pgm, 31
../datosEntrenamiento/ImagenesCaras/s31/7.pgm, 30
../datosEntrenamiento/ImagenesCaras/s32/6.pgm, 32
../datosEntrenamiento/ImagenesCaras/s32/7.pgm, 2
../datosEntrenamiento/ImagenesCaras/s33/6.pgm, 21
../datosEntrenamiento/ImagenesCaras/s33/7.pgm, 33
../datosEntrenamiento/ImagenesCaras/s34/6.pgm, 34
../datosEntrenamiento/ImagenesCaras/s34/7.pgm, 34
../datosEntrenamiento/ImagenesCaras/s35/6.pgm, 25
../datosEntrenamiento/ImagenesCaras/s35/7.pgm, 25
../datosEntrenamiento/ImagenesCaras/s36/6.pgm, 36
../datosEntrenamiento/ImagenesCaras/s36/7.pgm, 36
../datosEntrenamiento/ImagenesCaras/s37/6.pgm, 37
../datosEntrenamiento/ImagenesCaras/s37/7.pgm, 37
../datosEntrenamiento/ImagenesCaras/s38/6.pgm, 38
../datosEntrenamiento/ImagenesCaras/s38/7.pgm, 38
../datosEntrenamiento/ImagenesCaras/s39/6.pgm, 39
../datosEntrenamiento/ImagenesCaras/s39/7.pgm, 39
../datosEntrenamiento/ImagenesCaras/s40/6.pgm, 5
../datosEntrenamiento/ImagenesCaras/s40/7.pgm, 5
../datosEntrenamiento/ImagenesCaras/s41/6.pgm, 5
../datosEntrenamiento/ImagenesCaras/s41/7.pgm, 41
