../datosEntrenamiento/ImagenesCaras/s1/4.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/10.pgm, 3
../datosEntrenamiento/ImagenesCaras/s1/5.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/6.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/1.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/8.pgm, 1
../datosEntrenamiento/ImagenesCaras/s1/3.pgm, 1
../datosEntrenamiento/ImagenesCaras/s2/6.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/4.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/1.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/2.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/5.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/3.pgm, 2
../datosEntrenamiento/ImagenesCaras/s2/8.pgm, 2
../datosEntrenamiento/ImagenesCaras/s3/1.pgm, 3
../datosEntrenamiento/ImagenesCaras/s3/6.pgm, 3
../datosEntrenamiento/ImagenesCaras/s3/3.pgm, 3
../datosEntrenamiento/ImagenesCaras/s3/2.pgm, 3
../datosEntrenamiento/ImagenesCaras/s3/5.pgm, 25
../datosEntrenamiento/ImagenesCaras/s3/4.pgm, 25
../datosEntrenamiento/ImagenesCaras/s3/8.pgm, 3
../datosEntrenamiento/ImagenesCaras/s4/9.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/4.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/2.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/1.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/6.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/7.pgm, 4
../datosEntrenamiento/ImagenesCaras/s4/10.pgm, 3
../datosEntrenamiento/ImagenesCaras/s5/8.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/6.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/10.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/4.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/7.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/5.pgm, 5
../datosEntrenamiento/ImagenesCaras/s5/2.pgm, 5
../datosEntrenamiento/ImagenesCaras/s6/4.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/10.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/2.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/5.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/7.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/9.pgm, 6
../datosEntrenamiento/ImagenesCaras/s6/8.pgm, 6
../datosEntrenamiento/ImagenesCaras/s7/1.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/2.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/4.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/9.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/10.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/5.pgm, 7
../datosEntrenamiento/ImagenesCaras/s7/8.pgm, 7
../datosEntrenamiento/ImagenesCaras/s8/6.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/8.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/9.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/3.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/4.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/10.pgm, 8
../datosEntrenamiento/ImagenesCaras/s8/7.pgm, 8
../datosEntrenamiento/ImagenesCaras/s9/10.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/7.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/1.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/5.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/9.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/8.pgm, 9
../datosEntrenamiento/ImagenesCaras/s9/2.pgm, 9
